,primarytitle,startyear,runtimeminutes,genres,ordering,category,averagerating,numvotes,primaryname,y_pred
25241,Apparition,2012,87,Drama,2,actress,7.1,105,Jodi Sta. Maria,5
25254,Move,2012,118,Comedy,1,actor,6.6,1372,Jacob Matschenz,3
25255,Move,2012,118,Comedy,2,actor,6.6,1372,Robert Gwisdek,3
25264,The Game Ain't 4 Everybody,2009,105,Crime,1,actor,7.2,20,Vegas Adonna,1
25265,The Game Ain't 4 Everybody,2009,105,Crime,2,actor,7.2,20,Chase,1
25268,The Game Ain't 4 Everybody,2009,105,Crime,1,actor,3.6,7,Vegas Adonna,4
25269,The Game Ain't 4 Everybody,2009,105,Crime,2,actor,3.6,7,Chase,4
25278,Lullaby,2014,117,Drama,1,actor,6.1,2700,Garrett Hedlund,3
25279,Lullaby,2014,117,Drama,2,actor,6.1,2700,Richard Jenkins,3
25318,Teen Spirit,2012,84,Drama,1,actress,8.3,23,Nelly Agirba,5
25319,Teen Spirit,2012,84,Drama,2,actor,8.3,23,Giorgi Beraia,7
25336,Zoo,2012,120,Drama,1,actor,7.2,33,Jermaine Hopkins,3
25337,Zoo,2012,120,Drama,2,actor,7.2,33,Anthony 'Treach' Criss,3
25358,Ritual,2013,90,Horror,1,actor,3.8,735,Derek Phillips,0
25359,Ritual,2013,90,Horror,2,actor,3.8,735,Larry Fessenden,0
25368,Alice,2012,82,Drama,1,actress,5.4,22,Ilanit Ben-Yaakov,5
25369,Alice,2012,82,Drama,2,actress,5.4,22,Kathleen Forté,5
25374,Low Tide,2012,92,Drama,1,actor,6.7,637,Daniel Blanchard,7
25375,Low Tide,2012,92,Drama,2,actress,6.7,637,Melissa McKinney,5
25400,Demons,2012,118,Drama,1,actor,7.1,230,Tambet Tuisk,3
25401,Demons,2012,118,Drama,2,actress,7.1,230,Ene Järvis,3
25432,Seagull,2012,100,Drama,1,actress,7.1,69,Salome Demuria,5
25433,Seagull,2012,100,Drama,2,actor,7.1,69,Gio Gabunia,7
25438,The Farm,2015,100,Drama,1,actress,7.0,59,Alexandra Lopez Galan,5
25439,The Farm,2015,100,Drama,2,actress,7.0,59,Jazmín Caratini,5
25458,Stay,2013,99,Drama,1,actor,5.6,757,Aidan Quinn,7
25459,Stay,2013,99,Drama,2,actress,5.6,757,Taylor Schilling,5
25476,Secret,2012,82,Drama,1,actor,4.8,43,Tomasz Tyndyk,4
25477,Secret,2012,82,Drama,2,actress,4.8,43,Agnieszka Podsiadlik,5
25488,Hunter,2013,88,Drama,1,actor,4.6,267,Jack Falahee,4
25489,Hunter,2013,88,Drama,2,actor,4.6,267,Giles Matthey,4
25515,Riot,2017,84,Crime,1,actor,4.8,596,Nick Nevern,0
25516,Riot,2017,84,Crime,2,actress,4.8,596,Kellie Shirley,0
25533,Misfire,2012,150,Thriller,1,actor,6.7,11,Kyle Kellel,3
25534,Misfire,2012,150,Thriller,2,actor,6.7,11,Zach Scott,3
25555,Wildlife,2012,115,Drama,1,actor,6.5,16,Ananda Everingham,3
25556,Wildlife,2012,115,Drama,2,actor,6.5,16,Zanjoe Marudo,3
25573,Saving Faith,2012,89,Drama,1,actor,5.2,19,Spencer Scott,7
25574,Saving Faith,2012,89,Drama,2,actor,5.2,19,J.R. Cruz,7
25584,The Forgiven,2017,115,Thriller,1,actor,5.9,2417,Forest Whitaker,3
25585,The Forgiven,2017,115,Thriller,2,actor,5.9,2417,Eric Bana,3
25598,Blackout,2013,80,Thriller,1,actor,2.9,176,Timothy Woodward Jr.,0
25599,Blackout,2013,80,Thriller,2,actor,2.9,176,Bill Oberst Jr.,0
25604,Exposure,2013,90,Thriller,1,actor,4.7,102,Corey Feldman,0
25605,Exposure,2013,90,Thriller,2,actress,4.7,102,Pleasant Wayne,0
25629,Shadows,2012,90,Horror,1,actress,7.8,8,Genevieve Southwick,5
25630,Shadows,2012,90,Horror,2,actress,7.8,8,Alison Wesley,5
25672,Rehearsal,2011,110,Drama,1,actor,7.4,7,Michael O'Hare Wallace,3
25673,Rehearsal,2011,110,Drama,2,actor,7.4,7,Steven T. Bartlett,3
25680,Dealer,2012,112,Drama,1,actress,5.2,105,Kate A. McGrath,5
25681,Dealer,2012,112,Drama,2,actor,5.2,105,Nick DeMatteo,3
25690,Nina,2012,84,Drama,1,actress,5.2,156,Diane Fleri,5
25691,Nina,2012,84,Drama,2,actor,5.2,156,Luca Marinelli,7
25740,The Volunteer,2013,83,Drama,1,actor,8.2,9,Ken C. Ogasawara,7
25741,The Volunteer,2013,83,Drama,2,actor,8.2,9,Theodore Bouloukos,7
25746,Laughter,2012,105,Horror,1,actor,5.2,41,Ian Anderson,4
25747,Laughter,2012,105,Horror,2,actress,5.2,41,Sandra Anderson,4
25752,Charity,2012,90,Drama,1,actress,4.8,11,Connie Lamothe,5
25753,Charity,2012,90,Drama,2,actor,4.8,11,Paul Wiedecker,4
25762,The Moment,2013,90,Thriller,1,actress,5.0,475,Jennifer Jason Leigh,0
25763,The Moment,2013,90,Thriller,2,actor,5.0,475,Martin Henderson,0
25776,The Runner,2017,93,Sport,1,actor,7.0,10,Omari Hardwick,7
25777,The Runner,2017,93,Sport,2,actress,7.0,10,Erika Ringor,5
25798,Silence,2012,87,Drama,1,actor,6.8,223,Eoghan Mac Giolla Bhríde,7
25799,Silence,2012,87,Drama,2,actress,6.8,223,Hilary O'Shaughnessy,5
25808,Friend Request,2013,91,Thriller,1,actor,3.9,207,Anthony Michael Hall,0
25809,Friend Request,2013,91,Thriller,2,actor,3.9,207,Martin Kove,0
25828,Trapped,2014,75,Horror,1,actor,3.4,84,Theo Crisell,0
25829,Trapped,2014,75,Horror,2,actor,3.4,84,Jose Diaz,0
25830,Cult,2013,84,Horror,1,actress,5.3,777,Sayuri Oyamada,0
25831,Cult,2013,84,Horror,2,actress,5.3,777,Yû Abiru,0
25878,The Conductor,2012,86,Drama,1,actor,6.4,409,Vladas Bagdonas,7
25879,The Conductor,2012,86,Drama,2,actress,6.4,409,Inga Strelkova-Oboldina,5
25884,Virgin,2012,127,Comedy,1,actress,7.0,20,Kana Furuhashi,3
25885,Virgin,2012,127,Comedy,2,actor,7.0,20,Satoshi Hirayama,3
25922,Refuge,2013,74,Thriller,1,actor,5.0,539,Carter Roy,0
25923,Refuge,2013,74,Thriller,2,actress,5.0,539,Amy Rutberg,0
25941,Scorned,2013,86,Thriller,1,actor,4.6,2326,Billy Zane,0
25942,Scorned,2013,86,Thriller,2,actress,4.6,2326,AnnaLynne McCord,0
25945,A Christmas Carol,2012,82,Drama,1,actor,3.5,176,Karl Argue,0
25946,A Christmas Carol,2012,82,Drama,2,actress,3.5,176,Lara Belmont,0
25990,Betrayal,2012,115,Drama,1,actress,6.3,845,Franziska Petri,3
25991,Betrayal,2012,115,Drama,2,actor,6.3,845,Dejan Lilic,3
26048,Ten,2013,118,Drama,1,actor,4.8,42,Colin Burt Vidler,3
26049,Ten,2013,118,Drama,2,actress,4.8,42,Claire Walmsley,3
26052,Small Time,2014,104,Drama,1,actor,6.0,1418,Christopher Meloni,7
26053,Small Time,2014,104,Drama,2,actor,6.0,1418,Devon Bostick,7
26071,Hunting Season,2013,87,Thriller,1,actress,4.3,138,Lauren Lee Smith,0
26072,Hunting Season,2013,87,Thriller,2,actor,4.3,138,David Sutcliffe,0
26083,Dawn,2014,95,Drama,1,actor,6.4,64,Joel Basman,7
26084,Dawn,2014,95,Drama,2,actor,6.4,64,Moris Cohen,7
26095,The Stray,2012,88,Family,1,actor,5.4,98,Mason Johnson,4
26096,The Stray,2012,88,Family,2,actor,5.4,98,Dunham Stewart,4
26129,Metamorphosis,2012,102,Drama,1,actor,6.2,76,Eirik Bar,7
26130,Metamorphosis,2012,102,Drama,2,actress,6.2,76,Janet Henfrey,5
26143,The Reunion,2012,103,Comedy,1,actor,6.3,86,Enchong Dee,7
26144,The Reunion,2012,103,Comedy,2,actor,6.3,86,Xian Lim,7
26151,Delirium,2015,81,Horror,1,actor,2.8,275,Nathan Polzin,0
26152,Delirium,2015,81,Horror,2,actress,2.8,275,Jolene Kay,0
26163,Reunion,2012,105,Drama,1,actor,6.8,55,Ryô Katsuji,7
26164,Reunion,2012,105,Drama,2,actor,6.8,55,Jun Kunimura,7
26189,Birds of a Feather,2012,80,Drama,1,actor,5.9,64,Big Bank Black,7
26190,Birds of a Feather,2012,80,Drama,2,actor,5.9,64,James Coleman,7
26209,The Room,2012,84,Drama,1,actor,6.7,21,Sina Darvish Emran,7
26210,The Room,2012,84,Drama,2,actor,6.7,21,Amin Esfandiar,7
26215,A Long Story,2012,125,Drama,1,actor,7.6,5842,Kenan Imirzalioglu,3
26216,A Long Story,2012,125,Drama,2,actress,7.6,5842,Tugçe Kazaz,3
26239,Play Dead,2012,75,Thriller,1,actress,8.0,44,April Andres,5
26240,Play Dead,2012,75,Thriller,2,actor,8.0,44,Trey Johnson,7
26245,"Sorry, Thanks",2011,114,Drama,1,actress,7.3,28,Seo-hyun Ahn,3
26246,"Sorry, Thanks",2011,114,Drama,2,actor,7.3,28,Bo-geun Cheon,3
26279,The Wild Ones,2012,130,Drama,1,actor,6.1,231,Leonel Arancibia,3
26280,The Wild Ones,2012,130,Drama,2,actress,6.1,231,Sofía Brito,3
26372,The Butcher,2007,75,Horror,1,actor,4.5,334,You Dong-hun,4
26373,The Butcher,2007,75,Horror,2,actor,4.5,334,Yu-il Ha,4
26398,Bully,2012,112,Music,1,actor,6.3,16,Anthony L. Coleman,3
26399,Bully,2012,112,Music,2,actress,6.3,16,Diovanni Theresa Chapman,5
26400,Consequence,2015,93,Drama,1,actress,3.7,28,Katie Richmond II,0
26401,Consequence,2015,93,Drama,2,actress,3.7,28,Annalea Doyle,0
26437,Honey,2013,96,Drama,1,actress,6.8,1946,Jasmine Trinca,5
26438,Honey,2013,96,Drama,2,actor,6.8,1946,Carlo Cecchi,7
26483,The Volunteer,2013,97,Drama,1,actress,7.3,31,Aunjanue Ellis,5
26484,The Volunteer,2013,97,Drama,2,actor,7.3,31,Ebon Moss-Bachrach,7
26491,Hotel,2013,97,Drama,1,actress,6.4,2463,Alicia Vikander,5
26492,Hotel,2013,97,Drama,2,actor,6.4,2463,David Dencik,7
26499,Trust Me,2014,85,Drama,1,actor,6.5,636,Mateus Solano,7
26500,Trust Me,2014,85,Drama,2,actress,6.5,636,Fernanda Machado,5
26515,Keys to the City,2012,88,Drama,1,actor,7.5,35,Rory Keenan,7
26516,Keys to the City,2012,88,Drama,2,actress,7.5,35,Natalia Kostrzewa,5
26577,Baby Blues,2012,100,Drama,1,actress,4.6,719,Magdalena Berus,4
26578,Baby Blues,2012,100,Drama,2,actor,4.6,719,Nikodem Rozbicki,4
26583,Camp,2013,109,Drama,1,actor,6.9,761,Miles Elliot,3
26584,Camp,2013,109,Drama,2,actress,6.9,761,Betsy Roth,5
26617,Baby Blues,2013,92,Horror,1,actor,3.6,352,Raymond Lam,0
26618,Baby Blues,2013,92,Horror,2,actor,3.6,352,Hoi-Pang Lo,0
26675,Dreamer,2013,84,Drama,1,actor,6.9,38,Jeremy Ray Valdez,7
26676,Dreamer,2013,84,Drama,2,actress,6.9,38,Isabella Hofmann,5
26681,Narcissus,2012,95,Drama,1,actor,6.3,64,Amvrosios Vlachopoulos,7
26682,Narcissus,2012,95,Drama,2,actor,6.3,64,Sigitas Sidlauskas,7
26731,The Girl on the Train,2014,80,Thriller,1,actor,4.3,1014,Henry Ian Cusick,0
26732,The Girl on the Train,2014,80,Thriller,2,actress,4.3,1014,Nicki Aycox,0
26747,Water,2012,120,Drama,1,actor,6.9,16,Mohamed Abo-Lil,3
26748,Water,2012,120,Drama,2,actor,6.9,16,Amitai Ashkenazi,3
26751,Stalker,2012,80,Thriller,1,actor,6.8,67,John Connors,7
26752,Stalker,2012,80,Thriller,2,actor,6.8,67,Peter Coonan,7
26759,One Way,2012,70,Drama,1,actor,6.0,10,Alexander Jeffery,7
26760,One Way,2012,70,Drama,2,actor,6.0,10,Christian Stokes,7
26781,Home,2013,112,Drama,1,actress,7.1,166,Tawny Cypress,3
26782,Home,2013,112,Drama,2,actor,7.1,166,Joe Morton,3
26789,Refuge,2017,90,Drama,1,actress,6.4,28,Soraya Moore,5
26790,Refuge,2017,90,Drama,2,actress,6.4,28,Sarah Rose Butler,5
26801,Still Life,2013,92,Drama,1,actor,7.4,7972,Eddie Marsan,7
26802,Still Life,2013,92,Drama,2,actress,7.4,7972,Joanne Froggatt,5
26833,Rock Paper Scissors,2021,95,Comedy,1,actor,4.7,126,Vahe Sevani,0
26834,Rock Paper Scissors,2021,95,Comedy,2,actor,4.7,126,Jeremy Dozier,0
26839,Werewolf,2012,92,Drama,1,actor,5.8,18,Jon Rekdal,7
26864,Full Circle,2012,105,Drama,1,actor,6.6,186,Huanshan Xu,7
26865,Full Circle,2012,105,Drama,2,actor,6.6,186,Tian-Ming Wu,7
26886,Forever Young,2018,138,Drama,1,actress,6.4,1052,Ziyi Zhang,3
26887,Forever Young,2018,138,Drama,2,actor,6.4,1052,Xiaoming Huang,3
26892,The Farm,2012,80,Horror,1,actor,4.7,62,David Juliff,0
26893,The Farm,2012,80,Horror,2,actor,4.7,62,Paul Juliff,0
26894,The Reunion,2013,90,Drama,1,actress,6.8,4958,Anna Odell,5
26895,The Reunion,2013,90,Drama,2,actor,6.8,4958,Anders Berg,7
26937,The Crossing,2012,97,Thriller,1,actor,5.2,181,Michaël Youn,4
26938,The Crossing,2012,97,Thriller,2,actress,5.2,181,Fanny Valette,5
26971,The House,2011,72,Animation,1,actor,7.3,72,Jeong-ho Choi,7
26972,The House,2011,72,Animation,2,actress,7.3,72,Jae-suk Ha,5
27007,The Daughter,2012,110,Drama,1,actress,7.4,469,Mariya Smolnikova,5
27008,The Daughter,2012,110,Drama,2,actress,7.4,469,Yana Osipova,5
27021,Together,2012,114,Drama,1,actress,4.3,513,Lieh Lee,4
27022,Together,2012,114,Drama,2,actor,4.3,513,Shao-Yang Huang,4
27042,Lotus,2012,89,Drama,1,actor,6.2,35,Zhongyou Guo,7
27043,Lotus,2012,89,Drama,2,actor,6.2,35,Kang Luo,7
27058,The Guest House,2016,96,Thriller,1,actor,3.8,265,Tom Alper,0
27059,The Guest House,2016,96,Thriller,2,actor,3.8,265,Timothy Pope,0
27138,Bluebeard,2012,98,Horror,1,actor,5.8,29,Jac Avila,7
27139,Bluebeard,2012,98,Horror,2,actress,5.8,29,Veronica Paintoux,5
27298,Timon of Athens,2012,180,Drama,1,actor,8.0,27,Matt Ayleigh,6
27299,Timon of Athens,2012,180,Drama,2,actor,8.0,27,Simon Russell Beale,6
27338,Godsend,2013,107,Drama,1,actress,6.5,58,Ko Da-eun,5
27339,Godsend,2013,107,Drama,2,actor,6.5,58,Yeong-jae Kim,7
27342,The World,2012,80,Drama,1,actor,6.8,164,Abdelhamid Nawara,7
27343,The World,2012,80,Drama,2,actress,6.8,164,Ilse Heus,5
27391,Infliction,2014,105,Horror,1,actor,5.2,949,Jason Mac,0
27392,Infliction,2014,105,Horror,2,actor,5.2,949,Elliott Armstrong,0
27417,Jealousy,2013,77,Drama,1,actor,6.4,1808,Louis Garrel,7
27418,Jealousy,2013,77,Drama,2,actress,6.4,1808,Anna Mouglalis,5
27421,Feng Shui,2012,120,Drama,1,actress,7.6,540,Bingyan Yan,3
27422,Feng Shui,2012,120,Drama,2,actor,7.6,540,Tommy Shanahan,3
27425,Mud,2012,105,Drama,1,actress,6.3,64,Nadia Batista,5
27426,Mud,2012,105,Drama,2,actor,6.3,64,Oscar Génova,7
27508,The Basement,2014,108,Thriller,1,actor,6.6,45,Michael Joiner,7
27509,The Basement,2014,108,Thriller,2,actor,6.6,45,Chris Lythgoe,7
27580,Forever,2015,94,Drama,1,actress,5.3,598,Deborah Ann Woll,5
27581,Forever,2015,94,Drama,2,actor,5.3,598,Luke Grimes,7
27591,Dreamland,2013,98,Drama,1,actress,6.7,342,Luna Zimic Mijovic,5
27592,Dreamland,2013,98,Drama,2,actor,6.7,342,André Jung,7
27609,Hope,2016,77,Drama,1,actor,6.8,13,LeMarc Johnson,7
27610,Hope,2016,77,Drama,2,actress,6.8,13,Timeca M. Seretti,5
27621,Waves,2012,71,Drama,1,actor,6.7,16,Luca Marinelli,7
27622,Waves,2012,71,Drama,2,actor,6.7,16,Francesco Di Leva,7
27625,Suddenly,2013,90,Thriller,1,actor,3.6,1621,Ray Liotta,0
27626,Suddenly,2013,90,Thriller,2,actress,3.6,1621,Erin Karpluk,0
27627,The Catch,2013,90,Family,1,actor,8.7,8,C.J. Berdahl,7
27628,The Catch,2013,90,Family,2,actor,8.7,8,Sam Besserman,7
27645,Changes,2014,88,Drama,1,actor,4.4,120,Vincent Willestrand,0
27646,Changes,2014,88,Drama,2,actor,4.4,120,Marc Gassot,0
27651,Run,2012,85,Horror,1,actress,6.7,10,Bo Feng,5
27652,Run,2012,85,Horror,2,actor,6.7,10,Xiaoxiao Sun,7
27685,Surrender,2014,98,Drama,1,actor,8.0,14,Steven Sutherland,7
27686,Surrender,2014,98,Drama,2,actor,8.0,14,Rodney Wiseman,7
27695,Neptune,2015,101,Drama,1,actress,6.4,178,Jane Ackermann,5
27696,Neptune,2015,101,Drama,2,actor,6.4,178,William McDonough III,7
27779,Sisters,2013,84,Drama,1,actress,5.5,46,Maria Schrader,5
27780,Sisters,2013,84,Drama,2,actress,5.5,46,Ursula Werner,5
27789,The Test,2013,86,Comedy,1,actor,4.6,1018,Danton Mello,0
27790,The Test,2013,86,Comedy,2,actor,4.6,1018,Fábio Porchat,0
27791,Victoriana,2012,93,Drama,1,actor,4.7,27,Morgan Baker,4
27792,Victoriana,2012,93,Drama,2,actor,4.7,27,Michael Bakkensen,4
27817,Two Mothers,2013,75,Drama,1,actress,5.6,544,Karina Plachetka,5
27818,Two Mothers,2013,75,Drama,2,actress,5.6,544,Sabine Wolf,5
27839,Circles,2013,87,Drama,1,actor,7.2,13,Ashton Betts,7
27840,Circles,2013,87,Drama,2,actress,7.2,13,Penelope Chavone Brown,5
27887,The Woods,2013,86,Thriller,1,actress,4.7,56,Rebecca Davis,0
27888,The Woods,2013,86,Thriller,2,actor,4.7,56,Mark Bacci,0
27921,Tomorrow,2018,92,Drama,1,actor,8.0,335,Sebastian Street,7
27922,Tomorrow,2018,92,Drama,2,actor,8.0,335,Stuart Brennan,7
27991,Mom,2013,83,Drama,1,actor,6.4,13,Joseph Huffman,7
27992,Mom,2013,83,Drama,2,actor,6.4,13,Gore Abrams,7
28005,Youth,2013,107,Drama,1,actor,6.1,360,Eitan Cunio,7
28006,Youth,2013,107,Drama,2,actor,6.1,360,David Cunio,7
28009,I Wish,2012,81,Fantasy,1,actress,8.1,15,Aurelia Becker,5
28010,I Wish,2012,81,Fantasy,2,actor,8.1,15,Craig Bouwens,7
28045,Summer,2014,89,Drama,1,actor,6.3,269,Steef Cuijpers,7
28046,Summer,2014,89,Drama,2,actor,6.3,269,Pieter Dictus,7
28064,The Debt,2015,99,Thriller,1,actor,6.1,748,Stephen Dorff,7
28065,The Debt,2015,99,Thriller,2,actor,6.1,748,David Strathairn,7
28080,Deceitful,2013,79,Thriller,1,actor,6.0,42,Fredro Starr,7
28081,Deceitful,2013,79,Thriller,2,actor,6.0,42,Layzie Bone,7
28084,Lily,2013,85,Drama,1,actress,5.8,124,Amy Grantham,5
28085,Lily,2013,85,Drama,2,actor,5.8,124,Simon Chaput,7
28094,A Long Story,2013,89,Drama,1,actor,6.7,110,Raymond Thiry,7
28095,A Long Story,2013,89,Drama,2,actor,6.7,110,Victor Copariu,7
28132,The World,2013,125,Sci-Fi,1,actor,7.6,20,Maxwell Alvarado,3
28133,The World,2013,125,Sci-Fi,2,actor,7.6,20,Edward Parker Bolman,3
28198,Tattoo,2013,110,Drama,1,actress,7.2,1954,Maria de Jesus Baccarelli,5
28199,Tattoo,2013,110,Drama,2,actor,7.2,1954,Jesuíta Barbosa,3
28219,All or Nothing,2013,71,Thriller,1,actress,7.5,31,Sharon Clancy,5
28220,All or Nothing,2013,71,Thriller,2,actor,7.5,31,Desmond Daly,7
28221,For Christ's Sake,2010,100,Horror,1,actress,5.4,13,Debbie Rochon,4
28222,For Christ's Sake,2010,100,Horror,2,actor,5.4,13,Michael Kenneth Fahr,4
28243,Monster,2013,114,Drama,1,actress,2.8,15,Saki Takaoka,0
28244,Monster,2013,114,Drama,2,actor,2.8,15,Masaya Katô,4
28307,Matinee,2012,123,Romance,1,actor,5.4,43,Maqbool Salmaan,3
28308,Matinee,2012,123,Romance,2,actress,5.4,43,Mythili,3
28320,Initiation,2016,81,Thriller,1,actor,4.5,126,Adam Ryan Rennie,0
28321,Initiation,2016,81,Thriller,2,actor,4.5,126,Dan Horton,0
28334,Angel,2015,83,Thriller,1,actor,4.4,297,John Hannah,0
28335,Angel,2015,83,Thriller,2,actress,4.4,297,Margo Stilley,0
28356,Way Back Home,2013,131,Drama,1,actress,7.5,1288,Jeon Do-yeon,3
28357,Way Back Home,2013,131,Drama,2,actor,7.5,1288,Go Soo,3
28362,Reverse,2015,93,Thriller,1,actor,5.9,27,Iván Hermés,7
28363,Reverse,2015,93,Thriller,2,actor,5.9,27,Raúl Mérida,7
28364,Rites of Passage,2013,80,Drama,1,actor,6.9,312,Chaise Barbaric,7
28365,Rites of Passage,2013,80,Drama,2,actress,6.9,312,Skie Carlson,5
28382,Love Will Tear Us Apart,2013,86,Romance,1,actor,5.6,55,Kaleigh Macchio,7
28383,Love Will Tear Us Apart,2013,86,Romance,2,actor,5.6,55,August Roads,7
28440,Behind Closed Doors,2014,100,Drama,1,actress,4.9,12,Amal Ayouch,5
28441,Behind Closed Doors,2014,100,Drama,2,actor,4.9,12,Karim Doukkali,7
28442,The Pretenders,2018,95,Drama,1,actress,4.9,546,Juno Temple,5
28443,The Pretenders,2018,95,Drama,2,actor,4.9,546,James Franco,7
28446,The Will,2014,72,Thriller,1,actress,6.0,14,Martina Bjäre,5
28447,The Will,2014,72,Thriller,2,actress,6.0,14,Eliza Morales Brown,5
28454,Torment,2014,91,Thriller,1,actor,6.6,46,Joseph Benny Ruiz,7
28455,Torment,2014,91,Thriller,2,actor,6.6,46,Frank Merlino,7
28463,Tomorrow,2015,115,Drama,1,actress,9.1,17,Mia Bozic,3
28464,Tomorrow,2015,115,Drama,2,actress,9.1,17,Ana Roza Cimperman,3
28489,The Hunting,2011,86,Drama,1,actor,8.5,14,Joe O'Dell,1
28490,The Hunting,2011,86,Drama,2,actor,8.5,14,Nicholas E. Calhoun,1
28545,Strange But True,2019,96,Thriller,1,actor,5.9,4606,Nick Robinson,7
28546,Strange But True,2019,96,Thriller,2,actress,5.9,4606,Amy Ryan,5
28561,Payday,2014,101,Comedy,1,actor,7.2,34,Andrew Franklin,7
28562,Payday,2014,101,Comedy,2,actor,7.2,34,Damien Gibson,7
28565,The Pact,2013,77,Horror,1,actress,4.7,21,DeAnna Day,0
28566,The Pact,2013,77,Horror,2,actor,4.7,21,Brett Edenton,0
28616,Winter,2015,95,Drama,1,actor,6.4,157,Tommy Flanagan,7
28617,Winter,2015,95,Drama,2,actor,6.4,157,Matthew Acton,7
28698,The Wake,2017,86,Horror,1,actor,4.5,2074,Bryan Brewer,0
28699,The Wake,2017,86,Horror,2,actress,4.5,2074,Allie Rivera Quiñonez,0
28756,Hunters,2016,96,Horror,1,actress,3.2,169,Linnea Quigley,0
28757,Hunters,2016,96,Horror,2,actor,3.2,169,J.D. Brown,0
28774,Last Summer,2013,93,Horror,1,actor,5.5,215,Ekawat Ekudchariya,7
28775,Last Summer,2013,93,Horror,2,actor,5.5,215,Jirayu La-ongmanee,7
28776,The Pool,2014,76,Horror,1,actor,5.4,1363,Gijs Scholten van Aschat,0
28777,The Pool,2014,76,Horror,2,actress,5.4,1363,Carine Crutzen,0
28818,Grace,2014,95,Drama,1,actress,6.0,198,Annika Marks,5
28819,Grace,2014,95,Drama,2,actress,6.0,198,Sharon Lawrence,5
28820,Blackbird,2013,90,Drama,1,actor,7.3,76,Andrew Rothney,7
28821,Blackbird,2013,90,Drama,2,actress,7.3,76,Scarlett Mack,5
28836,Pawn Shop,2013,86,Horror,1,actress,3.8,48,Supakson Chaimongkol,0
28837,Pawn Shop,2013,86,Horror,2,actor,3.8,48,Krissada Sukosol,0
28842,Lakshmi,2014,115,Drama,1,actress,7.9,1605,Monali Thakur,3
28843,Lakshmi,2014,115,Drama,2,actress,7.9,1605,Vibha Chhibber,3
28864,Good Luck,2014,90,Drama,1,actress,6.7,619,Deborah Secco,5
28865,Good Luck,2014,90,Drama,2,actor,6.7,619,João Pedro Zappa,7
28878,Lines,2016,88,Drama,1,actor,6.3,178,Themis Panou,7
28879,Lines,2016,88,Drama,2,actor,6.3,178,Tasos Nousias,7
28900,Homeland,2014,118,Drama,1,actress,6.9,104,Sakura Andô,3
28901,Homeland,2014,118,Drama,2,actor,6.9,104,Renji Ishibashi,3
28902,Touch,2012,99,Drama,1,actress,6.9,13,Kim Ji-young,5
28903,Touch,2012,99,Drama,2,actress,6.9,13,Ji-yeong Kim,5
28914,Hello Goodbye,2012,110,Drama,1,actress,7.0,23,Atiqah Hasiholan,5
28915,Hello Goodbye,2012,110,Drama,2,actor,7.0,23,Rio Dewanto,3
28918,Behind Closed Doors,2013,105,Drama,1,actor,6.1,89,Leonardo Black,7
28919,Behind Closed Doors,2013,105,Drama,2,actress,6.1,89,June Buckner,5
28948,Shame,2013,90,Drama,1,actress,6.1,51,Khelga Filippova,5
28949,Shame,2013,90,Drama,2,actress,6.1,51,Seseg Khapsasova,5
28958,Miracle,2013,78,Drama,1,actor,5.7,129,Michaela Bendulová,7
28959,Miracle,2013,78,Drama,2,actress,5.7,129,Katarína Feldeková,5
28996,I Am You,2012,119,Drama,1,actress,6.4,76,Jeanette Spassova,3
28997,I Am You,2012,119,Drama,2,actress,6.4,76,Irmena Chichikova,3
29058,In the Name of God,2013,86,Drama,1,actor,5.3,167,John Ratzenberger,7
29059,In the Name of God,2013,86,Drama,2,actor,5.3,167,Eric Roberts,7
29066,Parched,2015,116,Drama,1,actress,7.5,5268,Tannishtha Chatterjee,3
29067,Parched,2015,116,Drama,2,actress,7.5,5268,Radhika Apte,3
29076,Miracle,2011,100,Drama,1,actor,6.7,13,Park Ji-bin,7
29077,Miracle,2011,100,Drama,2,actress,6.7,13,Seul-Gi Lee,5
29104,Maybe Tomorrow,2013,89,Drama,1,actor,6.1,79,Florent Arnoult,7
29105,Maybe Tomorrow,2013,89,Drama,2,actress,6.1,79,Alix Bénézech,5
29116,Forget Me Not,2006,109,Drama,1,actress,3.2,6,Mindy Moore,4
29117,Forget Me Not,2006,109,Drama,2,actor,3.2,6,Theron Parker,4
29120,Live Evil,2015,95,Horror,1,actress,3.7,155,Charlene Amoia,0
29121,Live Evil,2015,95,Horror,2,actor,3.7,155,Vladimir Kulich,0
29157,The Garden,2003,110,Drama,1,actress,8.5,12,Vasanthi Chathurani,1
29158,The Garden,2003,110,Drama,2,actor,8.5,12,Sanath Gunathilake,1
29290,Blackout,2013,90,Crime,1,actor,5.8,36,Toby Ambrose,7
29291,Blackout,2013,90,Crime,2,actress,5.8,36,Katherine Stewart,5
29298,Bad Company,2018,90,Action,1,actor,2.8,143,Booboo Stewart,0
29299,Bad Company,2018,90,Action,2,actress,2.8,143,Giselle Bonilla,0
29352,Stray Dogs,2013,138,Drama,1,actor,6.9,2794,Kang-sheng Lee,3
29353,Stray Dogs,2013,138,Drama,2,actress,6.9,2794,Kuei-Mei Yang,3
29390,Sanctuary,2015,104,Drama,1,actor,7.2,1754,Louis Hofmann,7
29391,Sanctuary,2015,104,Drama,2,actor,7.2,1754,Alexander Held,7
29396,High Society,2014,95,Drama,1,actress,5.8,281,Ana Girardot,5
