,primarytitle,startyear,runtimeminutes,genres,ordering,category,averagerating,numvotes,primaryname,y_pred
15738,The Unbroken,2009,202,Drama,2,actress,6.7,232,Erika Toda,6
15775,Hamlet,2009,77,Drama,1,actor,4.0,7,David Melville,4
15776,Hamlet,2009,77,Drama,2,actress,4.0,7,Bernadette Sullivan,4
15785,The Tower,2008,90,Horror,1,actor,5.5,111,Garrett Clayton,4
15786,The Tower,2008,90,Horror,2,actor,5.5,111,Andrew Demaray,4
15841,Marathon,2021,82,Comedy,1,actress,6.9,549,Kimia Behpoornia,5
15842,Marathon,2021,82,Comedy,2,actor,6.9,549,Jimmy Slonina,7
15890,Happy Holidays,2007,72,Romance,1,actress,8.1,13,Brigitte Ashley,1
15891,Happy Holidays,2007,72,Romance,2,actor,8.1,13,Devon Marcel Clark III,1
15928,The Inheritance,2011,85,Thriller,1,actress,2.8,823,Rochelle Aytes,0
15929,The Inheritance,2011,85,Thriller,2,actress,2.8,823,Golden Brooks,0
15943,Losing Ground,2008,95,Drama,1,actor,8.7,9,Carlus Houston,1
15944,Losing Ground,2008,95,Drama,2,actress,8.7,9,Monyque Thompson Scott,1
15945,Siblings,2009,88,Comedy,1,actor,6.6,28,Will Hurst,1
15946,Siblings,2009,88,Comedy,2,actor,6.6,28,Robert Lawson Gordon,1
16005,The Cabin,2021,75,Drama,1,actor,5.6,80,Joe Gales,7
16006,The Cabin,2021,75,Drama,2,actress,5.6,80,Ingrid Liavaag,5
16117,After You're Gone,2009,98,Comedy,1,actress,7.1,12,Shannon Lower,1
16118,After You're Gone,2009,98,Comedy,2,actor,7.1,12,Matthew Naclerio,1
16125,Changes,2009,79,Drama,1,actress,5.9,78,Alena Ambrová,5
16126,Changes,2009,79,Drama,2,actress,5.9,78,Petra Hrebícková,5
16131,Wolf,2021,113,Thriller,1,actor,4.4,218,Arjun Asokan,0
16132,Wolf,2021,113,Thriller,2,actress,4.4,218,Samyuktha Menon,0
16167,Forgiveness,2020,95,Drama,1,actor,5.3,16,Timur Acar,7
16168,Forgiveness,2020,95,Drama,2,actor,5.3,16,Hakan Aslan,7
16211,X,2022,105,Horror,1,actress,7.3,9873,Mia Goth,5
16212,X,2022,105,Horror,2,actress,7.3,9873,Jenna Ortega,5
16265,Price of Love,2020,108,Drama,1,actor,6.0,73,Kimeth Allan,7
16266,Price of Love,2020,108,Drama,2,actor,6.0,73,Amber,7
16275,Heat Wave,2009,99,Drama,1,actress,6.6,502,Marie-Thérèse Fortin,1
16276,Heat Wave,2009,99,Drama,2,actor,6.6,502,François Arnaud,1
16287,Rust,2010,95,Drama,1,actor,5.6,457,Corbin Bernsen,7
16288,Rust,2010,95,Drama,2,actor,5.6,457,Lorne Cardinal,7
16301,Plan B,2021,121,Crime,1,actor,8.8,237,Srinivas Reddy,3
16302,Plan B,2021,121,Crime,2,actor,8.8,237,Murli Sharma,3
16303,Deception,2021,105,Drama,1,actor,5.7,259,Denis Podalydès,7
16304,Deception,2021,105,Drama,2,actress,5.7,259,Léa Seydoux,5
16311,What Matters Most,2009,77,Drama,1,actor,7.1,15,Nick Arens,1
16312,What Matters Most,2009,77,Drama,2,actor,7.1,15,Rahad Coulter-Stevenson,1
16315,Find Me,2009,103,Action,1,actor,5.2,34,Tyler Roberds,4
16316,Find Me,2009,103,Action,2,actress,5.2,34,Fiawna Forté,4
16332,Two Women,2009,100,Drama,1,actress,5.5,98,Beatriz Batarda,5
16333,Two Women,2009,100,Drama,2,actor,5.5,98,Virgílio Castelo,4
16338,What Goes Around,2009,80,Comedy,1,actor,6.4,3312,Anders Matthesen,1
16339,What Goes Around,2009,80,Comedy,2,actor,6.4,3312,Søren Rislund,1
16408,Reversal,2020,75,Thriller,1,actor,4.1,12,Marcus Lawrence,0
16409,Reversal,2020,75,Thriller,2,actor,4.1,12,Rick Jacobs,0
16414,Archipelago,2021,72,Animation,1,actress,6.9,61,Florence Blain Mbaye,5
16415,Archipelago,2021,72,Animation,2,actor,6.9,61,Mattis Savard-Verhoeven,7
16444,Sin,2021,91,Horror,1,actor,6.2,898,Don Tjernagel,7
16445,Sin,2021,91,Horror,2,actor,6.2,898,Deandre Sipthekid Smith,7
16458,Sinner,2008,120,Horror,1,actress,3.5,22,Emily Alaniz,4
16459,Sinner,2008,120,Horror,2,actor,3.5,22,Sam Alaniz,4
16460,Vagrant,2008,85,Horror,1,actress,5.7,21,Jenna Heggem,4
16461,Vagrant,2008,85,Horror,2,actor,5.7,21,Russell Hurley,4
16464,Darling,2021,150,Comedy,1,actor,6.9,166,Amey Barve,3
16465,Darling,2021,150,Comedy,2,actor,6.9,166,Umesh Bolke,3
16476,Godsend,2021,90,Drama,1,actor,5.1,85,Michael Ochotorena,7
16477,Godsend,2021,90,Drama,2,actor,5.1,85,Greg Mason,7
16492,Cargo,2021,89,Comedy,1,actor,5.3,36,Rino Cammarata,0
16493,Cargo,2021,89,Comedy,2,actor,5.3,36,Santi Cicardo,0
16500,Ameera,2021,91,Drama,1,actress,4.7,38,Meenakshi,0
16501,Ameera,2021,91,Drama,2,actor,4.7,38,Kottayam Ramesh,0
16564,Scorned,2020,104,Thriller,1,actor,2.8,27,Tanveer Hashmi,0
16565,Scorned,2020,104,Thriller,2,actress,2.8,27,Pooja Joshi,0
16580,Play,2011,118,Drama,1,actor,7.1,5203,Anas Abdirahman,3
16581,Play,2011,118,Drama,2,actor,7.1,5203,Sebastian Blyckert,3
16590,Timon of Athens,2009,89,Drama,1,actor,6.6,8,Bryan Arnold,1
16591,Timon of Athens,2009,89,Drama,2,actor,6.6,8,Steve Bologna,1
16603,Frank,2021,101,Horror,1,actress,3.7,98,Krsy Fox,0
16604,Frank,2021,101,Horror,2,actress,3.7,98,Bonnie Aarons,0
16605,Bad Habits,2009,84,Thriller,1,actress,7.1,35,Sandra Casa,1
16606,Bad Habits,2009,84,Thriller,2,actress,7.1,35,London Gabraelle,1
16637,Canary,2009,93,Sci-Fi,1,actress,5.8,44,Carla Pauli,4
16638,Canary,2009,93,Sci-Fi,2,actor,5.8,44,Eli Kramer,4
16666,Paradise,2009,147,Drama,1,actor,5.1,8,Jack Barley,3
16667,Paradise,2009,147,Drama,2,actress,5.1,8,Olivia Horton,3
16718,Promises,2021,98,Drama,1,actress,6.6,341,Isabelle Huppert,5
16719,Promises,2021,98,Drama,2,actor,6.6,341,Reda Kateb,7
16722,The Box,2021,90,Drama,1,actor,6.3,179,Elián Gonzalez,7
16723,The Box,2021,90,Drama,2,actor,6.3,179,Hernán Mendoza,7
16756,The Way,2021,90,Action,1,actress,4.3,98,Eli Jane,0
16757,The Way,2021,90,Action,2,actor,4.3,98,Kelcey Watson,0
16768,The System,2020,104,Comedy,1,actress,6.5,10,Regina Arbaciauskaite,5
16769,The System,2020,104,Comedy,2,actor,6.5,10,Vytautas Balalis,7
16774,The Anniversary,2009,90,Comedy,1,actor,5.3,99,Jason Contini,4
16775,The Anniversary,2009,90,Comedy,2,actor,5.3,99,Manolis Zontanos,4
16780,Summer,2021,109,Drama,1,actor,7.3,14,Gosha Gordienko,3
16781,Summer,2021,109,Drama,2,actor,7.3,14,Vova Karetin,3
16782,Charlie,2022,93,Drama,1,actor,6.9,10,Gavin White,7
16783,Charlie,2022,93,Drama,2,actress,6.9,10,Kari White,5
16812,Favorite Son,2021,95,Drama,1,actress,6.4,151,Lisa Arrindell,5
16813,Favorite Son,2021,95,Drama,2,actress,6.4,151,Brii Renee',5
16828,It's Just a Game,2019,70,Action,1,actress,5.0,6,Evangeline Young,0
16829,It's Just a Game,2019,70,Action,2,actor,5.0,6,Shane Troxell,0
16834,Prince,2011,162,Drama,1,actor,4.8,6,Ramesh Bhat,6
16835,Prince,2011,162,Drama,2,actor,4.8,6,Ravi Chethan,6
16868,Take Me Home,2020,99,Drama,1,actress,8.0,6,Yeon Lee,5
16869,Take Me Home,2020,99,Drama,2,actress,8.0,6,Woo Mi-Hwa,5
16879,Islands,2021,94,Drama,1,actor,6.9,49,Rogelio Balagtas,7
16880,Islands,2021,94,Drama,2,actress,6.9,49,Sheila Lotuaco,5
16881,Hunters,2021,95,Action,1,actor,3.3,114,Phil Burke,0
16882,Hunters,2021,95,Action,2,actress,3.3,114,Nicole Craner,0
16905,Deep in the Valley,2009,129,Drama,1,actor,6.3,36,Ryôhei Abe,3
16906,Deep in the Valley,2009,129,Drama,2,actor,6.3,36,Katsuhiro Katô,3
16909,Initiation,2009,95,Drama,1,actor,5.2,164,Helmut Berger,4
16910,Initiation,2009,95,Drama,2,actor,5.2,164,Harry Lampl,4
16943,The Wake,2006,98,Comedy,1,actor,8.2,9,David Adeane,1
16944,The Wake,2006,98,Comedy,2,actor,8.2,9,James Barron,1
16996,Aurora,2010,181,Drama,1,actor,6.6,1926,Cristi Puiu,6
16997,Aurora,2010,181,Drama,2,actress,6.6,1926,Clara Voda,6
17000,Dance with Me,2010,82,Drama,1,actor,6.1,20,Ismael Ludman,7
17001,Dance with Me,2010,82,Drama,2,actress,6.1,20,Johanne Murdock,5
17010,Limbo,2021,118,Drama,1,actor,7.2,546,Ka-Tung Lam,3
17011,Limbo,2021,118,Drama,2,actress,7.2,546,Yase Liu,3
17048,Shattered,2008,91,Thriller,1,actress,6.5,33,Brooke Sage,1
17049,Shattered,2008,91,Thriller,2,actress,6.5,33,Eva Ramer,1
17096,The Ritual,2009,86,Horror,1,actress,3.8,20,Jaime Anstead,4
17097,The Ritual,2009,86,Horror,2,actor,3.8,20,Billy Drago,4
17114,Still Life,2011,78,Drama,1,actress,6.5,147,Daniela Golpashin,5
17115,Still Life,2011,78,Drama,2,actor,6.5,147,Christoph Luser,7
17122,What Goes Around,2008,112,Drama,1,actor,5.4,11,Michael Bridges,4
17123,What Goes Around,2008,112,Drama,2,actress,5.4,11,Charlene Campbell,4
17144,Climax,2021,80,Thriller,1,actor,7.9,2460,Chandranath,7
17145,Climax,2021,80,Thriller,2,actor,7.9,2460,Muralidhar Goud,7
17148,The Ticket,2009,80,Comedy,1,actor,9.0,16,Fabrice Uzan,1
17149,The Ticket,2009,80,Comedy,2,actor,9.0,16,Dennis Kinard,1
17267,Champion,2003,166,Action,1,actor,5.9,133,Nimu Bhowmick,6
17268,Champion,2003,166,Action,2,actor,5.9,133,Debnath Chatterjee,6
17320,If You Love Me,2009,114,Drama,1,actor,8.2,7,Michael Maurice Ashford,1
17321,If You Love Me,2009,114,Drama,2,actress,8.2,7,Michelle Shelton Huff,1
17348,Ordinary People,2009,79,Drama,1,actor,6.2,411,Relja Popovic,1
17349,Ordinary People,2009,79,Drama,2,actor,6.2,411,Boris Isakovic,1
17381,Torn,2013,80,Drama,1,actress,5.9,580,Mahnoor Baloch,5
17382,Torn,2013,80,Drama,2,actor,5.9,580,Faran Tahir,7
17418,Shadow,2009,77,Horror,1,actor,5.4,2651,Jake Muxworthy,4
17419,Shadow,2009,77,Horror,2,actress,5.4,2651,Karina Testa,4
17471,Hospital,2020,89,Horror,1,actress,3.1,350,Li-chi Hsu,0
17472,Hospital,2020,89,Horror,2,actress,3.1,350,Lei Hung,0
17483,Blocked,2021,131,Thriller,1,actor,7.8,8,Mahaboob Basha,3
17484,Blocked,2021,131,Thriller,2,actor,7.8,8,Divya,3
17495,Blessed,2008,83,Drama,1,actor,6.3,234,James Nesbitt,1
17496,Blessed,2008,83,Drama,2,actress,6.3,234,Natascha McElhone,1
17509,Forget Me Not,2010,93,Romance,1,actor,6.5,1992,Luke de Woolfson,7
17510,Forget Me Not,2010,93,Romance,2,actress,6.5,1992,Charlie Covell,5
17531,Motherland,2009,111,Drama,1,actor,4.9,155,Masoud Rayegany,4
17532,Motherland,2009,111,Drama,2,actress,4.9,155,Roya Taymourian,4
17551,Break,2009,87,Horror,1,actress,3.3,321,Lili Schackert,4
17552,Break,2009,87,Horror,2,actress,3.3,321,Esther Maaß,4
17577,The Flood,2010,100,Drama,1,actress,6.7,245,Ronit Elkabetz,5
17578,The Flood,2010,100,Drama,2,actor,6.7,245,Tzahi Grad,1
17609,My Brother's Keeper,2021,97,Thriller,1,actor,3.1,54,Nelson J. Davis,0
17610,My Brother's Keeper,2021,97,Thriller,2,actor,3.1,54,Jamarious McCullough,0
17633,Beyond,2010,99,Drama,1,actress,7.0,4000,Noomi Rapace,5
17634,Beyond,2010,99,Drama,2,actor,7.0,4000,Ola Rapace,1
17651,Bait,2012,93,Horror,1,actor,5.2,17560,Xavier Samuel,4
17652,Bait,2012,93,Horror,2,actress,5.2,17560,Sharni Vinson,4
17665,The Heiress,2009,94,Comedy,1,actress,4.5,929,Smaragda Karydi,4
17666,The Heiress,2009,94,Comedy,2,actor,4.5,929,Gerasimos Skiadaressis,4
17681,My Son,2021,94,Drama,1,actress,7.1,54,Anke Engelke,5
17682,My Son,2021,94,Drama,2,actor,7.1,54,Jonas Dassler,7
17715,The Hunt,2021,92,Horror,1,actress,4.3,50,Tasneem Roc,0
17716,The Hunt,2021,92,Horror,2,actress,4.3,50,Imogen Bailey,0
17755,The Possessed,2021,97,Horror,1,actor,7.0,53,John Jarratt,7
17756,The Possessed,2021,97,Horror,2,actor,7.0,53,Lincoln Lewis,7
17781,Lily,2009,89,Romance,1,actor,4.7,21,Josh Long,4
17782,Lily,2009,89,Romance,2,actress,4.7,21,Rebecca Jensen,4
17799,The Exam,2021,89,Drama,1,actor,7.7,81,Adil Abdolrahman,7
17800,The Exam,2021,89,Drama,2,actor,7.7,81,Hussein Hassan Ali,7
17865,Waiting for Godot,2021,180,Drama,1,actor,7.6,19,Drake Bradshaw,6
17866,Waiting for Godot,2021,180,Drama,2,actor,7.6,19,Ethan Hawke,6
17887,The Assistant,2021,135,Thriller,1,actor,6.0,9,Nelson J. Davis,3
17888,The Assistant,2021,135,Thriller,2,actress,6.0,9,Caranita Harrelson,3
17915,Love Will Tear Us Apart,2021,105,Romance,1,actor,6.3,165,Chuxiao Qu,7
17916,Love Will Tear Us Apart,2021,105,Romance,2,actress,6.3,165,Jingyi Zhang,5
17961,Jack,2021,92,Comedy,1,actor,8.8,13,Luke Rollason,7
17962,Jack,2021,92,Comedy,2,actor,8.8,13,Pelayo De Lario,7
17971,The Day Will Come,2009,104,Drama,1,actress,6.7,201,Katharina Schüttler,1
17972,The Day Will Come,2009,104,Drama,2,actress,6.7,201,Iris Berben,1
17993,Pawn Shop,2012,104,Comedy,1,actor,4.3,99,Robert Spearman Jr.,4
17994,Pawn Shop,2012,104,Comedy,2,actor,4.3,99,Garrett Morris,4
18098,Dusk,2010,90,Drama,1,actress,6.8,22,Reymonde Amsallem,5
18099,Dusk,2010,90,Drama,2,actress,6.8,22,Orly Silbersatz,5
18116,The Aspern Papers,2010,85,Drama,1,actress,8.6,49,Brooke Smith,1
18117,The Aspern Papers,2010,85,Drama,2,actor,8.6,49,Felix D'Alviella,1
18120,Get a Job,2016,83,Comedy,1,actor,5.2,23100,Miles Teller,0
18121,Get a Job,2016,83,Comedy,2,actress,5.2,23100,Anna Kendrick,0
18136,Homeless,2020,83,Drama,1,actor,6.6,9,Bong-Seok Jeon,7
18137,Homeless,2020,83,Drama,2,actress,6.6,9,Jeong-Yeon Park,5
18138,Girlfriend,2010,94,Drama,1,actress,6.4,699,Shannon Woodward,5
18139,Girlfriend,2010,94,Drama,2,actor,6.4,699,Jackson Rathbone,7
18146,Time,2021,99,Drama,1,actor,6.5,302,Yin Tse,7
18147,Time,2021,99,Drama,2,actress,6.5,302,Bo-Bo Fung,5
18170,Last Call,2012,85,Comedy,1,actor,4.1,525,Travis Van Winkle,4
18171,Last Call,2012,85,Comedy,2,actor,4.1,525,Ryan Hansen,4
18188,Lucky,2011,103,Comedy,1,actor,5.3,3621,Colin Hanks,4
18189,Lucky,2011,103,Comedy,2,actress,5.3,3621,Ari Graynor,4
18311,Vortex,2021,140,Drama,1,actor,7.6,680,Dario Argento,3
18312,Vortex,2021,140,Drama,2,actress,7.6,680,Françoise Lebrun,3
18341,Pure,2010,97,Drama,1,actress,6.9,4609,Alicia Vikander,5
18342,Pure,2010,97,Drama,2,actor,6.9,4609,Samuel Fröler,1
18361,Asking for It,2021,97,Thriller,1,actress,3.0,423,Kiersey Clemons,0
18362,Asking for It,2021,97,Thriller,2,actress,3.0,423,Vanessa Hudgens,0
18455,Gentle,2022,92,Drama,1,actress,7.2,39,Eszter Csonka,5
18456,Gentle,2022,92,Drama,2,actor,7.2,39,György Turós,7
18470,Insane,2010,87,Horror,1,actor,3.7,1624,Lars Bethke,4
18471,Insane,2010,87,Horror,2,actress,3.7,1624,Alida Morberg,4
18476,Shattered,2022,92,Thriller,1,actor,5.0,1919,Cameron Monaghan,0
18477,Shattered,2022,92,Thriller,2,actress,5.0,1919,Sasha Luss,0
18530,Sisterhood,2021,90,Drama,1,actress,6.8,401,Antonija Belazelkoska,5
18531,Sisterhood,2021,90,Drama,2,actress,6.8,401,Mia Giraud,5
18542,Strings,2021,84,Horror,1,actor,4.9,64,Jordan Anderson,0
18543,Strings,2021,84,Horror,2,actor,4.9,64,Andres Esparza,0
18555,The River,2021,101,Drama,1,actor,5.1,21,Ali Suliman,7
18556,The River,2021,101,Drama,2,actress,5.1,21,Yumna Marwan,5
18557,Stash,2021,88,Thriller,1,actor,8.0,7,Camille Adderley,7
18558,Stash,2021,88,Thriller,2,actor,8.0,7,David Bell,7
18567,I Am,2010,89,Drama,1,actor,3.3,405,Tomas Boykin,4
18568,I Am,2010,89,Drama,2,actor,3.3,405,John Ward,4
18583,Adrift,2009,110,Drama,1,actress,6.3,298,Thi Hai Yen Do,1
18584,Adrift,2009,110,Drama,2,actress,6.3,298,Linh-Dan Pham,1
18585,Disquiet,2010,90,Drama,1,actor,6.3,459,Cláudio da Silva,7
18586,Disquiet,2010,90,Drama,2,actor,6.3,459,Pedro Lamares,7
18587,Northern Wind,2009,98,Drama,1,actress,6.4,97,Yohana Cobo,1
18588,Northern Wind,2009,98,Drama,2,actor,6.4,97,Frank Feys,1
18605,The Fire,2011,97,Drama,1,actress,7.1,152,Maja Schöne,5
18606,The Fire,2011,97,Drama,2,actor,7.1,152,Mark Waschke,7
18615,Skylab,2021,148,Drama,2,actor,7.0,554,Tanikella Bharani,3
18670,Cargo,2011,85,Drama,1,actress,5.0,516,Natasha Rinis,5
18671,Cargo,2011,85,Drama,2,actor,5.0,516,Sayed Badreya,4
18696,Blue Moon,2021,85,Drama,1,actress,6.0,145,Ioana Chitu,5
18697,Blue Moon,2021,85,Drama,2,actor,6.0,145,Mircea Postelnicu,7
18698,Purgatory,2021,84,Horror,1,actor,3.3,19,Derrick De-Mond,0
18699,Purgatory,2021,84,Horror,2,actress,3.3,19,Alanna Ford,0
18754,The Prayer,2020,79,Sci-Fi,1,actress,6.7,15,Yoo-Young Lee,5
18755,The Prayer,2020,79,Sci-Fi,2,actress,6.7,15,Soo-jung Ye,5
18794,Another World,2021,96,Drama,1,actor,7.1,348,Vincent Lindon,7
18795,Another World,2021,96,Drama,2,actress,7.1,348,Sandrine Kiberlain,5
18804,The Falls,2021,129,Drama,1,actress,7.1,1316,Alyssa Chia,3
18805,The Falls,2021,129,Drama,2,actress,7.1,1316,Gingle Wang,3
18830,Envy,2009,96,Drama,1,actor,6.6,3124,Serhat Tutumluer,1
18831,Envy,2009,96,Drama,2,actress,6.6,3124,Berrak Tüzünataç,1
18840,Red,2009,84,Thriller,1,actress,7.5,16,Adelaide Burich,1
18841,Red,2009,84,Thriller,2,actor,7.5,16,Brent Allen Caputo,1
18844,The Stranger,2021,112,Drama,1,actor,6.9,59,Ashraf Barhom,3
18845,The Stranger,2021,112,Drama,2,actor,6.9,59,Mohammad Bakri,3
18870,Gone,2021,130,Drama,1,actress,6.8,17,Bimbo Ademoye,3
18871,Gone,2021,130,Drama,2,actress,6.8,17,Jumoke Aderounmu,3
18896,Dynamite,2021,90,Comedy,1,actor,5.1,674,Pejman Jamshidi,0
18897,Dynamite,2021,90,Comedy,2,actor,5.1,674,Ahmad Mehranfar,0
18912,Ash,2010,98,Drama,1,actor,7.5,11,Tim Decker,1
18913,Ash,2010,98,Drama,2,actress,7.5,11,Stephanie Brown,1
18920,Puzzle,2010,88,Drama,1,actress,6.6,664,María Onetto,5
18921,Puzzle,2010,88,Drama,2,actor,6.6,664,Gabriel Goity,7
18940,Envy,2021,108,Comedy,1,actress,8.6,22,Calpernia Addams,3
18941,Envy,2021,108,Comedy,2,actor,8.6,22,Derrick Barry,3
19023,Psychopath,2009,78,Horror,1,actress,5.2,18,Kyle Billeter,4
19024,Psychopath,2009,78,Horror,2,actor,5.2,18,Glenn Leftwich,4
19078,Lost Angel,2009,108,Drama,1,actress,8.2,12,Keri Lurtz,1
19079,Lost Angel,2009,108,Drama,2,actor,8.2,12,Christopher Swank,1
19086,The Prize,2011,115,Drama,1,actress,6.6,410,Paula Galinelli Hertzog,3
19087,The Prize,2011,115,Drama,2,actress,6.6,410,Laura Agorreca,3
19096,Inversion,2010,81,Thriller,1,actor,7.2,12,Marcus Thomas,1
19097,Inversion,2010,81,Thriller,2,actor,7.2,12,Andy Davoli,1
19104,The Space Between,2010,90,Drama,1,actress,6.5,691,Melissa Leo,5
19105,The Space Between,2010,90,Drama,2,actor,6.5,691,Anthony Keyvan,7
19128,Archipelago,2010,114,Drama,1,actor,6.3,2746,Christopher Baker,3
19129,Archipelago,2010,114,Drama,2,actress,6.3,2746,Kate Fahy,3
19189,Almayer's Folly,2011,127,Drama,1,actor,6.4,737,Stanislas Merhar,3
19190,Almayer's Folly,2011,127,Drama,2,actor,6.4,737,Marc Barbé,3
19199,Secret,2009,105,Thriller,1,actor,6.5,589,Seung-Won Cha,1
19200,Secret,2009,105,Thriller,2,actress,6.5,589,Song Yun-ah,1
19221,The Estate,2021,93,Drama,1,actor,6.3,8,Antoine Chain,7
19222,The Estate,2021,93,Drama,2,actor,6.3,8,Sébastien Drouet,7
19388,Forgiven,2021,74,Drama,1,actress,4.7,29,Kristi Lawrence,0
19389,Forgiven,2021,74,Drama,2,actor,4.7,29,James Yaw,0
19466,The Little Death,2010,75,Drama,1,actress,5.8,54,Cynthia Barrett,5
19467,The Little Death,2010,75,Drama,2,actress,5.8,54,Jerilynn Bedingfield,5
19486,Blue Eyes,2009,111,Drama,1,actor,6.9,532,David Rasche,1
19487,Blue Eyes,2009,111,Drama,2,actress,6.9,532,Cristina Lago,1
19518,The Long Night,2009,93,Mystery,1,actor,7.4,73,Khaled Taja,1
19519,The Long Night,2009,93,Mystery,2,actress,7.4,73,Amal Arafah,1
19547,Prowl,2010,84,Horror,1,actress,4.5,4895,Ruta Gedmintas,4
19548,Prowl,2010,84,Horror,2,actor,4.5,4895,Josh Bowman,4
19551,Angels Crest,2011,92,Drama,1,actor,5.7,2023,Thomas Dekker,7
19552,Angels Crest,2011,92,Drama,2,actress,5.7,2023,Lynn Collins,5
19577,Marathon,2010,90,Drama,1,actor,6.4,55,Bristol Pomeroy,7
19578,Marathon,2010,90,Drama,2,actor,6.4,55,Alec Dana,7
19579,Prodigal,2011,90,Drama,1,actor,7.7,61,Joseph Castanon,7
19580,Prodigal,2011,90,Drama,2,actor,7.7,61,Bill Cooper,7
19581,Troubled Waters,2020,97,Drama,1,actor,6.3,103,Robert Patrick,7
19582,Troubled Waters,2020,97,Drama,2,actor,6.3,103,Bruce McGill,7
19672,Closure,2010,95,Thriller,1,actor,4.5,117,Victor Browne,4
19673,Closure,2010,95,Thriller,2,actress,4.5,117,Stephanie Drapeau,4
19684,Honey,2010,103,Drama,1,actor,7.1,7072,Bora Altas,1
19685,Honey,2010,103,Drama,2,actor,7.1,7072,Erdal Besikçioglu,1
19688,The Hike,2011,83,Horror,1,actress,3.7,1616,Jemma Bolt,0
19689,The Hike,2011,83,Horror,2,actress,3.7,1616,Stephanie Siadatan,0
19696,Elsewhere,2010,85,Drama,1,actor,7.0,32,Nicolas Abraham,1
19697,Elsewhere,2010,85,Drama,2,actress,7.0,32,Jade Phan-Gia,5
19700,My Son,2007,109,Drama,1,actor,7.0,198,Seung-Won Cha,1
19701,My Son,2007,109,Drama,2,actor,7.0,198,Deok-Hwan Ryu,1
19732,100,2021,120,Thriller,1,actor,6.4,82,Ramesh Aravind,3
19733,100,2021,120,Thriller,2,actress,6.4,82,Shamna Kasim,3
19787,Isolation,2011,88,Thriller,1,actress,4.5,252,Eva Amurri,4
19788,Isolation,2011,88,Thriller,2,actor,4.5,252,Joshua Close,4
19817,Faith,2010,88,Drama,1,actor,6.2,381,Carlo Ljubek,7
19818,Faith,2010,88,Drama,2,actor,6.2,381,Jerry Hoffmann,7
19863,Rock Paper Scissors,2011,110,Drama,1,actress,7.2,8,Roberta Orlandi,5
19864,Rock Paper Scissors,2011,110,Drama,2,actor,7.2,8,Peter Wick,3
19873,Mothers,2010,123,Drama,1,actress,7.4,797,Emilija Stojkovska,3
19874,Mothers,2010,123,Drama,2,actress,7.4,797,Milijana Bogdanoska,3
19887,Qwerty,2012,90,Comedy,1,actress,5.7,259,Dana Pupkin,5
19888,Qwerty,2012,90,Comedy,2,actor,5.7,259,Eric Hailey,7
19942,Superheroes,2010,115,Comedy,1,actor,2.8,1132,Marcin Bosak,4
19943,Superheroes,2010,115,Comedy,2,actor,2.8,1132,Tomasz Karolak,4
19952,Separation Anxiety,2010,100,Drama,1,actor,6.9,37,Tyler Seiple,1
19953,Separation Anxiety,2010,100,Drama,2,actress,6.9,37,Kiana Harris,5
19964,December,2009,91,Drama,1,actor,5.4,69,Kjartan Bjargmundsson,4
19965,December,2009,91,Drama,2,actor,5.4,69,Haki Darrason,4
20022,Cherry Bomb,2011,82,Action,1,actress,3.4,719,Julin,0
20023,Cherry Bomb,2011,82,Action,2,actor,3.4,719,John Gabriel Rodriquez,4
20028,December,2010,101,Drama,1,actor,7.5,14,Jeff MacKay,1
20029,December,2010,101,Drama,2,actor,7.5,14,Jeremy King,1
20083,Little Deaths,2011,94,Horror,1,actor,4.7,3145,Luke de Lacey,4
20084,Little Deaths,2011,94,Horror,2,actress,4.7,3145,Holly Lucas,4
20091,Look at Me,2012,97,Drama,1,actor,6.7,76,James Duval,7
20092,Look at Me,2012,97,Drama,2,actress,6.7,76,Jill Hoiles,5
20103,Black Butterfly,2010,95,Drama,1,actress,6.1,114,Elizabeth Abraham,5
20104,Black Butterfly,2010,95,Drama,2,actress,6.1,114,Sheree Bynum,5
20175,Trigger,2010,83,Drama,1,actress,6.1,464,Tracy Wright,5
20176,Trigger,2010,83,Drama,2,actress,6.1,464,Molly Parker,5
20223,I Am,2010,95,Drama,1,actress,6.8,1004,Juhi Chawla,5
20224,I Am,2010,95,Drama,2,actor,6.8,1004,Rahul Bose,1
20249,The System,2011,85,Drama,1,actor,5.6,105,Jacob Matschenz,7
20250,The System,2011,85,Drama,2,actor,5.6,105,Bernhard Schütz,7
20275,Black and White,2010,90,Drama,1,actor,6.1,1265,Tuncel Kurtiz,7
20276,Black and White,2010,90,Drama,2,actor,6.1,1265,Erkan Can,7
20287,Inheritance,2012,88,Drama,1,actress,6.1,143,Hafsia Herzi,5
20288,Inheritance,2012,88,Drama,2,actress,6.1,143,Hiam Abbass,5
20317,Skylab,2011,114,Comedy,1,actress,6.4,2030,Bernadette Lafont,3
20318,Skylab,2011,114,Comedy,2,actress,6.4,2030,Emmanuelle Riva,3
20385,Get a Job,2011,89,Comedy,1,actor,7.0,56,Willie K. Kahaiali'i,7
20386,Get a Job,2011,89,Comedy,2,actor,7.0,56,Eric Gilliom,7
20397,October,2010,83,Drama,1,actor,6.4,545,Bruno Odar,7
20398,October,2010,83,Drama,2,actress,6.4,545,Gabriela Velásquez,5
20439,Qwerty,2011,73,Comedy,1,actress,4.9,59,Olivia Oguma,4
20440,Qwerty,2011,73,Comedy,2,actor,4.9,59,Robert Sudduth,4
